date,goldman sachs
2013-10-11,75
2013-10-12,53
2013-10-13,28
2013-10-14,79
2013-10-15,100
2013-10-16,54
2013-10-17,98
2013-10-18,62
2013-10-19,50
2013-10-20,28
2013-10-21,63
2013-10-22,65
2013-10-23,79
2013-10-24,90
2013-10-25,54
2013-10-26,47
2013-10-27,46
2013-10-28,63
2013-10-29,73
2013-10-30,65
2013-10-31,78
2013-11-01,60
2013-11-02,28
2013-11-03,52
2013-11-04,72
2013-11-05,56
2013-11-06,67
2013-11-07,62
2013-11-08,67
2013-11-09,44
2013-11-10,49
2013-11-11,48
2013-11-12,78
2013-11-13,100
2013-11-14,97
2013-11-15,84
2013-11-16,45
2013-11-17,41
2013-11-18,87
2013-11-19,71
2013-11-20,75
2013-11-21,69
2013-11-22,43
2013-11-23,42
2013-11-24,36
2013-11-25,69
2013-11-26,70
2013-11-27,39
2013-11-28,32
2013-11-29,27
2013-11-30,36
2013-12-01,44
2013-12-02,81
2013-12-03,83
2013-12-04,85
2013-12-05,67
2013-12-06,89
2013-12-07,47
2013-12-08,46
2013-12-09,85
2013-12-10,81
2013-12-11,68
2013-12-12,79
2013-12-13,41
2013-12-14,36
2013-12-15,52
2013-12-16,82
2013-12-17,100
2013-12-18,82
2013-12-19,96
2013-12-20,65
2013-12-21,21
2013-12-22,60
2013-12-23,71
2013-12-24,53
2013-12-25,39
2013-12-26,35
2013-12-27,60
2013-12-28,62
2013-12-29,37
2013-12-30,66
2013-12-31,54
2014-01-01,34
2014-01-02,61
2014-01-03,71
2014-01-04,28
2014-01-05,33
2014-01-06,58
2014-01-07,80
2014-01-08,78
2014-01-09,58
2014-01-10,53
2014-01-11,23
2014-01-12,34
2014-01-13,73
2014-01-14,100
2014-01-15,62
2014-01-16,93
2014-01-17,63
2014-01-18,64
2014-01-19,29
2014-01-20,77
2014-01-21,69
2014-01-22,57
2014-01-23,73
2014-01-24,64
2014-01-25,39
2014-01-26,44
2014-01-27,32
2014-01-28,58
2014-01-29,76
2014-01-30,51
2014-01-31,57
2014-02-01,29
2014-02-02,45
2014-02-03,100
2014-02-04,83
2014-02-05,92
2014-02-06,87
2014-02-07,75
2014-02-08,50
2014-02-09,42
2014-02-10,57
2014-02-11,100
2014-02-12,76
2014-02-13,61
2014-02-14,97
2014-02-15,40
2014-02-16,44
2014-02-17,60
2014-02-18,70
2014-02-19,68
2014-02-20,62
2014-02-21,78
2014-02-22,41
2014-02-23,40
2014-02-24,77
2014-02-25,98
2014-02-26,75
2014-02-27,76
2014-02-28,72
2014-03-01,54
2014-03-02,27
2014-03-03,87
2014-03-04,74
2014-03-05,57
2014-03-06,64
2014-03-07,87
2014-03-08,48
2014-03-09,34
2014-03-10,51
2014-03-11,73
2014-03-12,86
2014-03-13,88
2014-03-14,65
2014-03-15,21
2014-03-16,44
2014-03-17,58
2014-03-18,53
2014-03-19,55
2014-03-20,70
2014-03-21,56
2014-03-22,28
2014-03-23,38
2014-03-24,72
2014-03-25,63
2014-03-26,100
2014-03-27,70
2014-03-28,63
2014-03-29,24
2014-03-30,37
2014-03-31,62
2014-04-01,84
2014-04-02,60
2014-04-03,74
2014-04-04,47
2014-04-05,50
2014-04-06,49
2014-04-07,50
2014-04-08,72
2014-04-09,61
2014-04-10,72
2014-04-11,55
2014-04-12,44
2014-04-13,46
2014-04-14,45
2014-04-15,67
2014-04-16,83
2014-04-17,95
2014-04-18,58
2014-04-19,24
2014-04-20,33
2014-04-21,89
2014-04-22,100
2014-04-23,86
2014-04-24,74
2014-04-25,52
2014-04-26,39
2014-04-27,35
2014-04-28,72
2014-04-29,68
2014-04-30,63
2014-05-01,56
2014-05-02,64
2014-05-03,50
2014-05-04,36
2014-05-05,51
2014-05-06,67
2014-05-07,68
2014-05-08,48
2014-05-09,79
2014-05-10,29
2014-05-11,45
2014-05-12,88
2014-05-13,59
2014-05-14,45
2014-05-15,71
2014-05-16,73
2014-05-17,18
2014-05-18,15
2014-05-19,42
2014-05-20,73
2014-05-21,79
2014-05-22,62
2014-05-23,59
2014-05-24,26
2014-05-25,31
2014-05-26,24
2014-05-27,61
2014-05-28,100
2014-05-29,90
2014-05-30,77
2014-05-31,62
2014-06-01,36
2014-06-02,86
2014-06-03,70
2014-06-04,52
2014-06-05,81
2014-06-06,32
2014-06-07,44
2014-06-08,37
2014-06-09,65
2014-06-10,63
2014-06-11,100
2014-06-12,70
2014-06-13,46
2014-06-14,28
2014-06-15,30
2014-06-16,35
2014-06-17,53
2014-06-18,69
2014-06-19,76
2014-06-20,63
2014-06-21,37
2014-06-22,41
2014-06-23,79
2014-06-24,59
2014-06-25,60
2014-06-26,47
2014-06-27,73
2014-06-28,32
2014-06-29,20
2014-06-30,90
2014-07-01,79
2014-07-02,84
2014-07-03,40
2014-07-04,26
2014-07-05,39
2014-07-06,22
2014-07-07,58
2014-07-08,47
2014-07-09,81
2014-07-10,69
2014-07-11,89
2014-07-12,38
2014-07-13,42
2014-07-14,60
2014-07-15,100
2014-07-16,76
2014-07-17,87
2014-07-18,71
2014-07-19,21
2014-07-20,35
2014-07-21,48
2014-07-22,61
2014-07-23,69
2014-07-24,61
2014-07-25,49
2014-07-26,38
2014-07-27,34
2014-07-28,78
2014-07-29,30
2014-07-30,97
2014-07-31,62
2014-08-01,66
2014-08-02,47
2014-08-03,48
2014-08-04,66
2014-08-05,100
2014-08-06,48
2014-08-07,69
2014-08-08,67
2014-08-09,53
2014-08-10,27
2014-08-11,75
2014-08-12,76
2014-08-13,83
2014-08-14,81
2014-08-15,51
2014-08-16,30
2014-08-17,26
2014-08-18,38
2014-08-19,76
2014-08-20,72
2014-08-21,45
2014-08-22,63
2014-08-23,38
2014-08-24,25
2014-08-25,61
2014-08-26,57
2014-08-27,58
2014-08-28,55
2014-08-29,86
2014-08-30,38
2014-08-31,39
2014-09-01,36
2014-09-02,44
2014-09-03,41
2014-09-04,63
2014-09-05,60
2014-09-06,34
2014-09-07,14
2014-09-08,63
2014-09-09,53
2014-09-10,48
2014-09-11,70
2014-09-12,42
2014-09-13,31
2014-09-14,28
2014-09-15,68
2014-09-16,70
2014-09-17,57
2014-09-18,76
2014-09-19,78
2014-09-20,35
2014-09-21,55
2014-09-22,73
2014-09-23,72
2014-09-24,58
2014-09-25,50
2014-09-26,89
2014-09-27,83
2014-09-28,59
2014-09-29,100
2014-09-30,88
2014-10-01,100
2014-10-02,69
2014-10-03,79
2014-10-04,46
2014-10-05,39
2014-10-06,66
2014-10-07,65
2014-10-08,70
2014-10-09,74
2014-10-10,64
2014-10-11,26
2014-10-12,42
2014-10-13,36
2014-10-14,66
2014-10-15,90
2014-10-16,81
2014-10-17,69
2014-10-18,33
2014-10-19,58
2014-10-20,70
2014-10-21,84
2014-10-22,57
2014-10-23,40
2014-10-24,29
2014-10-25,23
2014-10-26,19
2014-10-27,52
2014-10-28,62
2014-10-29,66
2014-10-30,60
2014-10-31,46
2014-11-01,22
2014-11-02,19
2014-11-03,45
2014-11-04,46
2014-11-05,39
2014-11-06,40
2014-11-07,29
2014-11-08,26
2014-11-09,26
2014-11-10,37
2014-11-11,48
2014-11-12,100
2014-11-13,73
2014-11-14,43
2014-11-15,44
2014-11-16,36
2014-11-17,40
2014-11-18,62
2014-11-19,50
2014-11-20,56
2014-11-21,69
2014-11-22,18
2014-11-23,28
2014-11-24,55
2014-11-25,43
2014-11-26,32
2014-11-27,12
2014-11-28,31
2014-11-29,12
2014-11-30,20
2014-12-01,54
2014-12-02,65
2014-12-03,61
2014-12-04,93
2014-12-05,60
2014-12-06,27
2014-12-07,54
2014-12-08,52
2014-12-09,100
2014-12-10,72
2014-12-11,76
2014-12-12,60
2014-12-13,17
2014-12-14,33
2014-12-15,81
2014-12-16,90
2014-12-17,85
2014-12-18,54
2014-12-19,79
2014-12-20,21
2014-12-21,43
2014-12-22,36
2014-12-23,55
2014-12-24,58
2014-12-25,34
2014-12-26,45
2014-12-27,38
2014-12-28,17
2014-12-29,68
2014-12-30,46
2014-12-31,73
2015-01-01,34
2015-01-02,24
2015-01-03,22
2015-01-04,39
2015-01-05,73
2015-01-06,39
2015-01-07,86
2015-01-08,100
2015-01-09,81
2015-01-10,71
2015-01-11,9
2015-01-12,77
2015-01-13,77
2015-01-14,58
2015-01-15,99
2015-01-16,100
2015-01-17,49
2015-01-18,58
2015-01-19,57
2015-01-20,92
2015-01-21,52
2015-01-22,63
2015-01-23,58
2015-01-24,61
2015-01-25,70
2015-01-26,56
2015-01-27,76
2015-01-28,84
2015-01-29,86
2015-01-30,90
2015-01-31,25
2015-02-01,22
2015-02-02,75
2015-02-03,46
2015-02-04,39
2015-02-05,46
2015-02-06,58
2015-02-07,47
2015-02-08,23
2015-02-09,36
2015-02-10,92
2015-02-11,55
2015-02-12,60
2015-02-13,38
2015-02-14,21
2015-02-15,26
2015-02-16,29
2015-02-17,42
2015-02-18,58
2015-02-19,48
2015-02-20,48
2015-02-21,28
2015-02-22,23
2015-02-23,52
2015-02-24,31
2015-02-25,100
2015-02-26,83
2015-02-27,46
2015-02-28,25
2015-03-01,24
2015-03-02,61
2015-03-03,55
2015-03-04,60
2015-03-05,77
2015-03-06,55
2015-03-07,43
2015-03-08,32
2015-03-09,60
2015-03-10,70
2015-03-11,79
2015-03-12,68
2015-03-13,86
2015-03-14,22
2015-03-15,29
2015-03-16,55
2015-03-17,59
2015-03-18,68
2015-03-19,60
2015-03-20,55
2015-03-21,32
2015-03-22,32
2015-03-23,59
2015-03-24,82
2015-03-25,100
2015-03-26,65
2015-03-27,38
2015-03-28,16
2015-03-29,51
2015-03-30,61
2015-03-31,52
2015-04-01,51
2015-04-02,77
2015-04-03,46
2015-04-04,35
2015-04-05,36
2015-04-06,65
2015-04-07,77
2015-04-08,75
2015-04-09,84
2015-04-10,50
2015-04-11,23
2015-04-12,20
2015-04-13,71
2015-04-14,49
2015-04-15,75
2015-04-16,100
2015-04-17,72
2015-04-18,32
2015-04-19,62
2015-04-20,62
2015-04-21,62
2015-04-22,83
2015-04-23,73
2015-04-24,66
2015-04-25,27
2015-04-26,20
2015-04-27,56
2015-04-28,59
2015-04-29,74
2015-04-30,80
2015-05-01,86
2015-05-02,41
2015-05-03,59
2015-05-04,69
2015-05-05,59
2015-05-06,88
2015-05-07,82
2015-05-08,70
2015-05-09,33
2015-05-10,23
2015-05-11,97
2015-05-12,74
2015-05-13,59
2015-05-14,43
2015-05-15,63
2015-05-16,33
2015-05-17,19
2015-05-18,50
2015-05-19,85
2015-05-20,100
2015-05-21,56
2015-05-22,62
2015-05-23,49
2015-05-24,10
2015-05-25,60
2015-05-26,85
2015-05-27,86
2015-05-28,69
2015-05-29,88
2015-05-30,52
2015-05-31,33
2015-06-01,58
2015-06-02,88
2015-06-03,88
2015-06-04,94
2015-06-05,56
2015-06-06,32
2015-06-07,67
2015-06-08,42
2015-06-09,51
2015-06-10,74
2015-06-11,75
2015-06-12,66
2015-06-13,30
2015-06-14,44
2015-06-15,68
2015-06-16,90
2015-06-17,73
2015-06-18,100
2015-06-19,51
2015-06-20,32
2015-06-21,52
2015-06-22,57
2015-06-23,48
2015-06-24,39
2015-06-25,49
2015-06-26,50
2015-06-27,32
2015-06-28,26
2015-06-29,83
2015-06-30,64
2015-07-01,89
2015-07-02,61
2015-07-03,30
2015-07-04,4
2015-07-05,79
2015-07-06,56
2015-07-07,74
2015-07-08,90
2015-07-09,80
2015-07-10,54
2015-07-11,39
2015-07-12,36
2015-07-13,73
2015-07-14,93
2015-07-15,94
2015-07-16,100
2015-07-17,94
2015-07-18,36
2015-07-19,63
2015-07-20,70
2015-07-21,46
2015-07-22,69
2015-07-23,78
2015-07-24,93
2015-07-25,20
2015-07-26,58
2015-07-27,36
2015-07-28,91
2015-07-29,56
2015-07-30,52
2015-07-31,54
2015-08-01,41
2015-08-02,7
2015-08-03,50
2015-08-04,69
2015-08-05,59
2015-08-06,79
2015-08-07,33
2015-08-08,7
2015-08-09,15
2015-08-10,68
2015-08-11,69
2015-08-12,76
2015-08-13,82
2015-08-14,79
2015-08-15,37
2015-08-16,34
2015-08-17,73
2015-08-18,80
2015-08-19,100
2015-08-20,90
2015-08-21,71
2015-08-22,37
2015-08-23,40
2015-08-24,62
2015-08-25,67
2015-08-26,73
2015-08-27,62
2015-08-28,73
2015-08-29,39
2015-08-30,21
2015-08-31,48
2015-09-01,59
2015-09-02,52
2015-09-03,56
2015-09-04,42
2015-09-05,32
2015-09-06,21
2015-09-07,36
2015-09-08,49
2015-09-09,100
2015-09-10,46
2015-09-11,52
2015-09-12,34
2015-09-13,30
2015-09-14,57
2015-09-15,63
2015-09-16,78
2015-09-17,48
2015-09-18,57
2015-09-19,9
2015-09-20,25
2015-09-21,77
2015-09-22,67
2015-09-23,59
2015-09-24,59
2015-09-25,47
2015-09-26,20
2015-09-27,14
2015-09-28,51
2015-09-29,62
2015-09-30,94
2015-10-01,51
2015-10-02,47
2015-10-03,42
2015-10-04,17
2015-10-05,63
2015-10-06,58
2015-10-07,69
2015-10-08,67
2015-10-09,40
2015-10-10,34
2015-10-11,46
2015-10-12,33
2015-10-13,51
2015-10-14,81
2015-10-15,100
2015-10-16,68
2015-10-17,67
2015-10-18,22
2015-10-19,44
2015-10-20,47
2015-10-21,91
2015-10-22,53
2015-10-23,57
2015-10-24,36
2015-10-25,22
2015-10-26,52
2015-10-27,62
2015-10-28,68
2015-10-29,46
2015-10-30,60
2015-10-31,33
2015-11-01,24
2015-11-02,67
2015-11-03,87
2015-11-04,88
2015-11-05,89
2015-11-06,97
2015-11-07,35
2015-11-08,38
2015-11-09,77
2015-11-10,90
2015-11-11,90
2015-11-12,100
2015-11-13,96
2015-11-14,54
2015-11-15,60
2015-11-16,58
2015-11-17,93
2015-11-18,83
2015-11-19,80
2015-11-20,49
2015-11-21,58
2015-11-22,26
2015-11-23,67
2015-11-24,64
2015-11-25,66
2015-11-26,54
2015-11-27,51
2015-11-28,19
2015-11-29,30
2015-11-30,59
2015-12-01,55
2015-12-02,86
2015-12-03,63
2015-12-04,100
2015-12-05,24
2015-12-06,61
2015-12-07,80
2015-12-08,86
2015-12-09,72
2015-12-10,76
2015-12-11,52
2015-12-12,29
2015-12-13,40
2015-12-14,84
2015-12-15,74
2015-12-16,91
2015-12-17,93
2015-12-18,78
2015-12-19,60
2015-12-20,53
2015-12-21,70
2015-12-22,67
2015-12-23,74
2015-12-24,55
2015-12-25,34
2015-12-26,18
2015-12-27,29
2015-12-28,47
2015-12-29,67
2015-12-30,51
2015-12-31,61
2016-01-01,17
2016-01-02,29
2016-01-03,18
2016-01-04,63
2016-01-05,71
2016-01-06,49
2016-01-07,40
2016-01-08,42
2016-01-09,26
2016-01-10,26
2016-01-11,65
2016-01-12,36
2016-01-13,43
2016-01-14,94
2016-01-15,82
2016-01-16,48
2016-01-17,37
2016-01-18,88
2016-01-19,61
2016-01-20,100
2016-01-21,74
2016-01-22,77
2016-01-23,36
2016-01-24,48
2016-01-25,64
2016-01-26,50
2016-01-27,44
2016-01-28,61
2016-01-29,46
2016-01-30,21
2016-01-31,36
2016-02-01,36
2016-02-02,63
2016-02-03,51
2016-02-04,100
2016-02-05,88
2016-02-06,54
2016-02-07,41
2016-02-08,52
2016-02-09,55
2016-02-10,68
2016-02-11,72
2016-02-12,48
2016-02-13,42
2016-02-14,40
2016-02-15,41
2016-02-16,51
2016-02-17,53
2016-02-18,44
2016-02-19,40
2016-02-20,35
2016-02-21,41
2016-02-22,40
2016-02-23,82
2016-02-24,50
2016-02-25,58
2016-02-26,58
2016-02-27,41
2016-02-28,59
2016-02-29,53
2016-03-01,74
2016-03-02,72
2016-03-03,80
2016-03-04,65
2016-03-05,66
2016-03-06,62
2016-03-07,74
2016-03-08,87
2016-03-09,87
2016-03-10,83
2016-03-11,75
2016-03-12,57
2016-03-13,37
2016-03-14,71
2016-03-15,78
2016-03-16,79
2016-03-17,46
2016-03-18,73
2016-03-19,42
2016-03-20,29
2016-03-21,62
2016-03-22,78
2016-03-23,100
2016-03-24,61
2016-03-25,53
2016-03-26,53
2016-03-27,44
2016-03-28,57
2016-03-29,74
2016-03-30,68
2016-03-31,88
2016-04-01,47
2016-04-02,26
2016-04-03,34
2016-04-04,46
2016-04-05,57
2016-04-06,60
2016-04-07,53
2016-04-08,45
2016-04-09,31
2016-04-10,24
2016-04-11,65
2016-04-12,91
2016-04-13,100
2016-04-14,86
2016-04-15,86
2016-04-16,56
2016-04-17,50
2016-04-18,66
2016-04-19,95
2016-04-20,80
2016-04-21,58
2016-04-22,55
2016-04-23,25
2016-04-24,29
2016-04-25,84
2016-04-26,100
2016-04-27,62
2016-04-28,58
2016-04-29,54
2016-04-30,43
2016-05-01,91
2016-05-02,94
2016-05-03,80
2016-05-04,68
2016-05-05,58
2016-05-06,100
2016-05-07,49
2016-05-08,37
2016-05-09,87
2016-05-10,88
2016-05-11,79
2016-05-12,67
2016-05-13,76
2016-05-14,32
2016-05-15,44
2016-05-16,85
2016-05-17,76
2016-05-18,80
2016-05-19,72
2016-05-20,55
2016-05-21,35
2016-05-22,43
2016-05-23,47
2016-05-24,78
2016-05-25,65
2016-05-26,44
2016-05-27,56
2016-05-28,30
2016-05-29,36
2016-05-30,31
2016-05-31,43
2016-06-01,100
2016-06-02,78
2016-06-03,65
2016-06-04,34
2016-06-05,22
2016-06-06,71
2016-06-07,78
2016-06-08,80
2016-06-09,57
2016-06-10,59
2016-06-11,41
2016-06-12,57
2016-06-13,67
2016-06-14,75
2016-06-15,94
2016-06-16,59
2016-06-17,64
2016-06-18,39
2016-06-19,43
2016-06-20,68
2016-06-21,71
2016-06-22,52
2016-06-23,74
2016-06-24,75
2016-06-25,20
2016-06-26,50
2016-06-27,75
2016-06-28,83
2016-06-29,52
2016-06-30,70
2016-07-01,44
2016-07-02,23
2016-07-03,33
2016-07-04,27
2016-07-05,44
2016-07-06,50
2016-07-07,40
2016-07-08,43
2016-07-09,39
2016-07-10,42
2016-07-11,50
2016-07-12,63
2016-07-13,60
2016-07-14,52
2016-07-15,58
2016-07-16,17
2016-07-17,40
2016-07-18,37
2016-07-19,72
2016-07-20,48
2016-07-21,100
2016-07-22,60
2016-07-23,31
2016-07-24,21
2016-07-25,30
2016-07-26,42
2016-07-27,42
2016-07-28,56
2016-07-29,36
2016-07-30,34
2016-07-31,34
2016-08-01,71
2016-08-02,90
2016-08-03,87
2016-08-04,98
2016-08-05,74
2016-08-06,53
2016-08-07,19
2016-08-08,70
2016-08-09,100
2016-08-10,58
2016-08-11,60
2016-08-12,67
2016-08-13,26
2016-08-14,58
2016-08-15,72
2016-08-16,82
2016-08-17,93
2016-08-18,75
2016-08-19,85
2016-08-20,43
2016-08-21,31
2016-08-22,85
2016-08-23,72
2016-08-24,71
2016-08-25,76
2016-08-26,44
2016-08-27,36
2016-08-28,43
2016-08-29,63
2016-08-30,72
2016-08-31,82
2016-09-01,41
2016-09-02,33
2016-09-03,43
2016-09-04,42
2016-09-05,58
2016-09-06,76
2016-09-07,100
2016-09-08,51
2016-09-09,78
2016-09-10,25
2016-09-11,39
2016-09-12,71
2016-09-13,63
2016-09-14,67
2016-09-15,75
2016-09-16,43
2016-09-17,43
2016-09-18,31
2016-09-19,62
2016-09-20,64
2016-09-21,61
2016-09-22,49
2016-09-23,70
2016-09-24,59
2016-09-25,60
2016-09-26,44
2016-09-27,74
2016-09-28,59
2016-09-29,61
2016-09-30,47
2016-10-01,31
2016-10-02,23
2016-10-03,53
2016-10-04,35
2016-10-05,39
2016-10-06,38
2016-10-07,40
2016-10-08,36
2016-10-09,33
2016-10-10,52
2016-10-11,52
2016-10-12,39
2016-10-13,80
2016-10-14,49
2016-10-15,41
2016-10-16,49
2016-10-17,68
2016-10-18,100
2016-10-19,79
2016-10-20,59
2016-10-21,40
2016-10-22,43
2016-10-23,33
2016-10-24,51
2016-10-25,62
2016-10-26,42
2016-10-27,52
2016-10-28,53
2016-10-29,16
2016-10-30,23
2016-10-31,48
2016-11-01,63
2016-11-02,52
2016-11-03,40
2016-11-04,32
2016-11-05,22
2016-11-06,34
2016-11-07,45
2016-11-08,45
2016-11-09,54
2016-11-10,72
2016-11-11,45
2016-11-12,27
2016-11-13,18
2016-11-14,53
2016-11-15,41
2016-11-16,55
2016-11-17,57
2016-11-18,50
2016-11-19,15
2016-11-20,26
2016-11-21,35
2016-11-22,43
2016-11-23,48
2016-11-24,20
2016-11-25,29
2016-11-26,16
2016-11-27,33
2016-11-28,29
2016-11-29,34
2016-11-30,100
2016-12-01,100
2016-12-02,64
2016-12-03,43
2016-12-04,34
2016-12-05,45
2016-12-06,45
2016-12-07,41
2016-12-08,54
2016-12-09,71
2016-12-10,55
2016-12-11,27
2016-12-12,63
2016-12-13,59
2016-12-14,70
2016-12-15,68
2016-12-16,46
2016-12-17,25
2016-12-18,32
2016-12-19,35
2016-12-20,32
2016-12-21,36
2016-12-22,46
2016-12-23,24
2016-12-24,20
2016-12-25,14
2016-12-26,32
2016-12-27,22
2016-12-28,32
2016-12-29,25
2016-12-30,26
2016-12-31,9
2017-01-01,24
2017-01-02,19
2017-01-03,46
2017-01-04,67
2017-01-05,74
2017-01-06,57
2017-01-07,49
2017-01-08,37
2017-01-09,64
2017-01-10,67
2017-01-11,47
2017-01-12,75
2017-01-13,59
2017-01-14,37
2017-01-15,38
2017-01-16,34
2017-01-17,62
2017-01-18,98
2017-01-19,100
2017-01-20,75
2017-01-21,51
2017-01-22,55
2017-01-23,49
2017-01-24,66
2017-01-25,73
2017-01-26,70
2017-01-27,53
2017-01-28,39
2017-01-29,50
2017-01-30,65
2017-01-31,80
2017-02-01,69
2017-02-02,70
2017-02-03,74
2017-02-04,52
2017-02-05,30
2017-02-06,56
2017-02-07,64
2017-02-08,45
2017-02-09,70
2017-02-10,67
2017-02-11,48
2017-02-12,43
2017-02-13,82
2017-02-14,86
2017-02-15,100
2017-02-16,70
2017-02-17,45
2017-02-18,51
2017-02-19,30
2017-02-20,41
2017-02-21,63
2017-02-22,62
2017-02-23,65
2017-02-24,65
2017-02-25,34
2017-02-26,37
2017-02-27,64
2017-02-28,63
2017-03-01,76
2017-03-02,91
2017-03-03,63
2017-03-04,51
2017-03-05,33
2017-03-06,72
2017-03-07,88
2017-03-08,73
2017-03-09,75
2017-03-10,63
2017-03-11,44
2017-03-12,41
2017-03-13,65
2017-03-14,45
2017-03-15,82
2017-03-16,79
2017-03-17,77
2017-03-18,58
2017-03-19,28
2017-03-20,80
2017-03-21,54
2017-03-22,89
2017-03-23,44
2017-03-24,44
2017-03-25,50
2017-03-26,39
2017-03-27,55
2017-03-28,88
2017-03-29,63
2017-03-30,81
2017-03-31,100
2017-04-01,51
2017-04-02,41
2017-04-03,48
2017-04-04,85
2017-04-05,92
2017-04-06,79
2017-04-07,61
2017-04-08,42
2017-04-09,58
2017-04-10,82
2017-04-11,86
2017-04-12,71
2017-04-13,55
2017-04-14,59
2017-04-15,40
2017-04-16,19
2017-04-17,54
2017-04-18,90
2017-04-19,100
2017-04-20,90
2017-04-21,55
2017-04-22,50
2017-04-23,44
2017-04-24,67
2017-04-25,84
2017-04-26,81
2017-04-27,72
2017-04-28,84
2017-04-29,43
2017-04-30,43
2017-05-01,66
2017-05-02,73
2017-05-03,54
2017-05-04,43
2017-05-05,62
2017-05-06,29
2017-05-07,31
2017-05-08,57
2017-05-09,72
2017-05-10,64
2017-05-11,54
2017-05-12,53
2017-05-13,21
2017-05-14,35
2017-05-15,66
2017-05-16,60
2017-05-17,49
2017-05-18,70
2017-05-19,47
2017-05-20,31
2017-05-21,29
2017-05-22,52
2017-05-23,67
2017-05-24,49
2017-05-25,61
2017-05-26,49
2017-05-27,33
2017-05-28,33
2017-05-29,35
2017-05-30,79
2017-05-31,100
2017-06-01,84
2017-06-02,77
2017-06-03,49
2017-06-04,40
2017-06-05,62
2017-06-06,82
2017-06-07,100
2017-06-08,42
2017-06-09,63
2017-06-10,41
2017-06-11,52
2017-06-12,94
2017-06-13,74
2017-06-14,69
2017-06-15,65
2017-06-16,81
2017-06-17,31
2017-06-18,34
2017-06-19,54
2017-06-20,64
2017-06-21,76
2017-06-22,78
2017-06-23,54
2017-06-24,52
2017-06-25,46
2017-06-26,59
2017-06-27,61
2017-06-28,58
2017-06-29,63
2017-06-30,60
2017-07-01,42
2017-07-02,18
2017-07-03,45
2017-07-04,22
2017-07-05,54
2017-07-06,69
2017-07-07,72
2017-07-08,22
2017-07-09,31
2017-07-10,64
2017-07-11,65
2017-07-12,71
2017-07-13,67
2017-07-14,75
2017-07-15,27
2017-07-16,43
2017-07-17,84
2017-07-18,100
2017-07-19,82
2017-07-20,95
