date,goldman sachs
2017-07-21,60
2017-07-22,40
2017-07-23,46
2017-07-24,65
2017-07-25,68
2017-07-26,74
2017-07-27,88
2017-07-28,87
2017-07-29,24
2017-07-30,38
2017-07-31,79
2017-08-01,72
2017-08-02,63
2017-08-03,100
2017-08-04,47
2017-08-05,27
2017-08-06,58
2017-08-07,62
2017-08-08,77
2017-08-09,73
2017-08-10,47
2017-08-11,45
2017-08-12,34
2017-08-13,52
2017-08-14,61
2017-08-15,80
2017-08-16,87
2017-08-17,88
2017-08-18,70
2017-08-19,54
2017-08-20,36
2017-08-21,69
2017-08-22,85
2017-08-23,69
2017-08-24,43
2017-08-25,55
2017-08-26,38
2017-08-27,35
2017-08-28,70
2017-08-29,94
2017-08-30,74
2017-08-31,72
2017-09-01,59
2017-09-02,41
2017-09-03,29
2017-09-04,55
2017-09-05,84
2017-09-06,81
2017-09-07,78
2017-09-08,65
2017-09-09,46
2017-09-10,30
2017-09-11,76
2017-09-12,73
2017-09-13,69
2017-09-14,78
2017-09-15,81
2017-09-16,42
2017-09-17,39
2017-09-18,83
2017-09-19,60
2017-09-20,74
2017-09-21,84
2017-09-22,65
2017-09-23,66
2017-09-24,52
2017-09-25,77
2017-09-26,100
2017-09-27,82
2017-09-28,75
2017-09-29,66
2017-09-30,51
2017-10-01,40
2017-10-02,67
2017-10-03,88
2017-10-04,85
2017-10-05,85
2017-10-06,58
2017-10-07,38
2017-10-08,36
2017-10-09,67
2017-10-10,73
2017-10-11,88
2017-10-12,94
2017-10-13,87
2017-10-14,66
2017-10-15,71
2017-10-16,61
2017-10-17,100
2017-10-18,85
2017-10-19,67
2017-10-20,58
2017-10-21,52
2017-10-22,40
2017-10-23,60
2017-10-24,81
2017-10-25,78
2017-10-26,57
2017-10-27,53
2017-10-28,22
2017-10-29,51
2017-10-30,69
2017-10-31,80
2017-11-01,58
2017-11-02,59
2017-11-03,70
2017-11-04,42
2017-11-05,31
2017-11-06,64
2017-11-07,98
2017-11-08,100
2017-11-09,72
2017-11-10,78
2017-11-11,50
2017-11-12,35
2017-11-13,55
2017-11-14,66
2017-11-15,64
2017-11-16,69
2017-11-17,70
2017-11-18,17
2017-11-19,33
2017-11-20,55
2017-11-21,56
2017-11-22,64
2017-11-23,23
2017-11-24,34
2017-11-25,33
2017-11-26,33
2017-11-27,49
2017-11-28,58
2017-11-29,72
2017-11-30,62
2017-12-01,79
2017-12-02,43
2017-12-03,55
2017-12-04,96
2017-12-05,87
2017-12-06,90
2017-12-07,83
2017-12-08,90
2017-12-09,62
2017-12-10,43
2017-12-11,59
2017-12-12,71
2017-12-13,65
2017-12-14,66
2017-12-15,80
2017-12-16,41
2017-12-17,38
2017-12-18,85
2017-12-19,100
2017-12-20,74
2017-12-21,75
2017-12-22,85
2017-12-23,37
2017-12-24,48
2017-12-25,31
2017-12-26,38
2017-12-27,48
2017-12-28,70
2017-12-29,74
2017-12-30,60
2017-12-31,41
2018-01-01,20
2018-01-02,66
2018-01-03,53
2018-01-04,64
2018-01-05,70
2018-01-06,36
2018-01-07,39
2018-01-08,62
2018-01-09,77
2018-01-10,58
2018-01-11,60
2018-01-12,54
2018-01-13,54
2018-01-14,41
2018-01-15,48
2018-01-16,61
2018-01-17,99
2018-01-18,100
2018-01-19,68
2018-01-20,31
2018-01-21,37
2018-01-22,45
2018-01-23,74
2018-01-24,64
2018-01-25,57
2018-01-26,68
2018-01-27,35
2018-01-28,32
2018-01-29,71
2018-01-30,62
2018-01-31,68
2018-02-01,74
2018-02-02,56
2018-02-03,33
2018-02-04,51
2018-02-05,68
2018-02-06,73
2018-02-07,64
2018-02-08,67
2018-02-09,78
2018-02-10,44
2018-02-11,36
2018-02-12,53
2018-02-13,57
2018-02-14,66
2018-02-15,73
2018-02-16,44
2018-02-17,33
2018-02-18,33
2018-02-19,25
2018-02-20,60
2018-02-21,61
2018-02-22,63
2018-02-23,54
2018-02-24,54
2018-02-25,40
2018-02-26,76
2018-02-27,100
2018-02-28,60
2018-03-01,78
2018-03-02,73
2018-03-03,36
2018-03-04,58
2018-03-05,59
2018-03-06,74
2018-03-07,88
2018-03-08,64
2018-03-09,90
2018-03-10,41
2018-03-11,45
2018-03-12,100
2018-03-13,84
2018-03-14,75
2018-03-15,73
2018-03-16,79
2018-03-17,48
2018-03-18,35
2018-03-19,44
2018-03-20,80
2018-03-21,75
2018-03-22,55
2018-03-23,84
2018-03-24,49
2018-03-25,39
2018-03-26,75
2018-03-27,77
2018-03-28,64
2018-03-29,44
2018-03-30,53
2018-03-31,31
2018-04-01,38
2018-04-02,57
2018-04-03,56
2018-04-04,79
2018-04-05,63
2018-04-06,40
2018-04-07,39
2018-04-08,31
2018-04-09,52
2018-04-10,77
2018-04-11,75
2018-04-12,71
2018-04-13,67
2018-04-14,54
2018-04-15,47
2018-04-16,64
2018-04-17,93
2018-04-18,100
2018-04-19,64
2018-04-20,49
2018-04-21,34
2018-04-22,39
2018-04-23,59
2018-04-24,64
2018-04-25,69
2018-04-26,84
2018-04-27,44
2018-04-28,49
2018-04-29,38
2018-04-30,80
2018-05-01,72
2018-05-02,59
2018-05-03,100
2018-05-04,68
2018-05-05,40
2018-05-06,46
2018-05-07,66
2018-05-08,61
2018-05-09,52
2018-05-10,89
2018-05-11,93
2018-05-12,21
2018-05-13,30
2018-05-14,87
2018-05-15,86
2018-05-16,64
2018-05-17,57
2018-05-18,77
2018-05-19,42
2018-05-20,21
2018-05-21,89
2018-05-22,49
2018-05-23,60
2018-05-24,80
2018-05-25,50
2018-05-26,45
2018-05-27,42
2018-05-28,44
2018-05-29,51
2018-05-30,53
2018-05-31,71
2018-06-01,92
2018-06-02,70
2018-06-03,50
2018-06-04,79
2018-06-05,53
2018-06-06,70
2018-06-07,69
2018-06-08,57
2018-06-09,42
2018-06-10,47
2018-06-11,100
2018-06-12,87
2018-06-13,83
2018-06-14,68
2018-06-15,56
2018-06-16,38
2018-06-17,43
2018-06-18,85
2018-06-19,81
2018-06-20,100
2018-06-21,88
2018-06-22,66
2018-06-23,52
2018-06-24,31
2018-06-25,46
2018-06-26,73
2018-06-27,72
2018-06-28,66
2018-06-29,74
2018-06-30,62
2018-07-01,31
2018-07-02,58
2018-07-03,37
2018-07-04,46
2018-07-05,57
2018-07-06,53
2018-07-07,29
2018-07-08,38
2018-07-09,48
2018-07-10,35
2018-07-11,46
2018-07-12,78
2018-07-13,54
2018-07-14,31
2018-07-15,34
2018-07-16,48
2018-07-17,100
2018-07-18,61
2018-07-19,63
2018-07-20,43
2018-07-21,29
2018-07-22,39
2018-07-23,82
2018-07-24,48
2018-07-25,58
2018-07-26,57
2018-07-27,33
2018-07-28,42
2018-07-29,35
2018-07-30,48
2018-07-31,61
2018-08-01,92
2018-08-02,100
2018-08-03,49
2018-08-04,31
2018-08-05,52
2018-08-06,73
2018-08-07,87
2018-08-08,82
2018-08-09,54
2018-08-10,64
2018-08-11,40
2018-08-12,39
2018-08-13,59
2018-08-14,72
2018-08-15,78
2018-08-16,95
2018-08-17,53
2018-08-18,41
2018-08-19,41
2018-08-20,87
2018-08-21,92
2018-08-22,78
2018-08-23,67
2018-08-24,80
2018-08-25,38
2018-08-26,40
2018-08-27,70
2018-08-28,56
2018-08-29,70
2018-08-30,80
2018-08-31,64
2018-09-01,30
2018-09-02,31
2018-09-03,39
2018-09-04,72
2018-09-05,71
2018-09-06,51
2018-09-07,75
2018-09-08,37
2018-09-09,25
2018-09-10,61
2018-09-11,72
2018-09-12,100
2018-09-13,94
2018-09-14,75
2018-09-15,36
2018-09-16,42
2018-09-17,79
2018-09-18,63
2018-09-19,72
2018-09-20,66
2018-09-21,60
2018-09-22,35
2018-09-23,48
2018-09-24,77
2018-09-25,62
2018-09-26,63
2018-09-27,38
2018-09-28,48
2018-09-29,44
2018-09-30,48
2018-10-01,81
2018-10-02,72
2018-10-03,46
2018-10-04,56
2018-10-05,65
2018-10-06,40
2018-10-07,30
2018-10-08,42
2018-10-09,64
2018-10-10,78
2018-10-11,77
2018-10-12,60
2018-10-13,52
2018-10-14,55
2018-10-15,69
2018-10-16,100
2018-10-17,71
2018-10-18,79
2018-10-19,98
2018-10-20,38
2018-10-21,36
2018-10-22,90
2018-10-23,75
2018-10-24,60
2018-10-25,53
2018-10-26,49
2018-10-27,37
2018-10-28,32
2018-10-29,59
2018-10-30,73
2018-10-31,89
2018-11-01,71
2018-11-02,78
2018-11-03,53
2018-11-04,48
2018-11-05,62
2018-11-06,57
2018-11-07,85
2018-11-08,73
2018-11-09,58
2018-11-10,48
2018-11-11,39
2018-11-12,86
2018-11-13,96
2018-11-14,66
2018-11-15,77
2018-11-16,100
2018-11-17,29
2018-11-18,61
2018-11-19,60
2018-11-20,88
2018-11-21,75
2018-11-22,39
2018-11-23,32
2018-11-24,25
2018-11-25,50
2018-11-26,50
2018-11-27,70
2018-11-28,64
2018-11-29,53
2018-11-30,79
2018-12-01,50
2018-12-02,39
2018-12-03,73
2018-12-04,69
2018-12-05,66
2018-12-06,59
2018-12-07,62
2018-12-08,30
2018-12-09,63
2018-12-10,73
2018-12-11,67
2018-12-12,78
2018-12-13,91
2018-12-14,59
2018-12-15,44
2018-12-16,59
2018-12-17,88
2018-12-18,100
2018-12-19,78
2018-12-20,52
2018-12-21,66
2018-12-22,44
2018-12-23,37
2018-12-24,43
2018-12-25,38
2018-12-26,58
2018-12-27,67
2018-12-28,55
2018-12-29,39
2018-12-30,37
2018-12-31,35
2019-01-01,19
2019-01-02,57
2019-01-03,52
2019-01-04,68
2019-01-05,47
2019-01-06,25
2019-01-07,59
2019-01-08,50
2019-01-09,60
2019-01-10,56
2019-01-11,50
2019-01-12,36
2019-01-13,19
2019-01-14,55
2019-01-15,51
2019-01-16,100
2019-01-17,75
2019-01-18,45
2019-01-19,33
2019-01-20,30
2019-01-21,31
2019-01-22,48
2019-01-23,39
2019-01-24,50
2019-01-25,48
2019-01-26,21
2019-01-27,36
2019-01-28,44
2019-01-29,42
2019-01-30,43
2019-01-31,45
2019-02-01,87
2019-02-02,57
2019-02-03,49
2019-02-04,83
2019-02-05,86
2019-02-06,81
2019-02-07,73
2019-02-08,85
2019-02-09,50
2019-02-10,29
2019-02-11,69
2019-02-12,67
2019-02-13,84
2019-02-14,76
2019-02-15,87
2019-02-16,55
2019-02-17,50
2019-02-18,55
2019-02-19,82
2019-02-20,65
2019-02-21,82
2019-02-22,100
2019-02-23,58
2019-02-24,39
2019-02-25,74
2019-02-26,73
2019-02-27,80
2019-02-28,79
2019-03-01,54
2019-03-02,35
2019-03-03,20
2019-03-04,40
2019-03-05,54
2019-03-06,57
2019-03-07,40
2019-03-08,52
2019-03-09,37
2019-03-10,45
2019-03-11,50
2019-03-12,35
2019-03-13,39
2019-03-14,46
2019-03-15,46
2019-03-16,41
2019-03-17,19
2019-03-18,56
2019-03-19,52
2019-03-20,51
2019-03-21,42
2019-03-22,51
2019-03-23,43
2019-03-24,25
2019-03-25,70
2019-03-26,100
2019-03-27,52
2019-03-28,50
2019-03-29,53
2019-03-30,40
2019-03-31,41
2019-04-01,51
2019-04-02,58
2019-04-03,59
2019-04-04,47
2019-04-05,48
2019-04-06,26
2019-04-07,31
2019-04-08,50
2019-04-09,60
2019-04-10,44
2019-04-11,45
2019-04-12,43
2019-04-13,37
2019-04-14,18
2019-04-15,100
2019-04-16,79
2019-04-17,61
2019-04-18,55
2019-04-19,31
2019-04-20,20
2019-04-21,37
2019-04-22,69
2019-04-23,64
2019-04-24,62
2019-04-25,42
2019-04-26,39
2019-04-27,23
2019-04-28,35
2019-04-29,34
2019-04-30,47
2019-05-01,79
2019-05-02,74
2019-05-03,63
2019-05-04,47
2019-05-05,46
2019-05-06,96
2019-05-07,79
2019-05-08,74
2019-05-09,58
2019-05-10,83
2019-05-11,35
2019-05-12,40
2019-05-13,96
2019-05-14,92
2019-05-15,80
2019-05-16,100
2019-05-17,84
2019-05-18,36
2019-05-19,54
2019-05-20,89
2019-05-21,83
2019-05-22,70
2019-05-23,69
2019-05-24,89
2019-05-25,34
2019-05-26,27
2019-05-27,37
2019-05-28,98
2019-05-29,59
2019-05-30,84
2019-05-31,88
2019-06-01,63
2019-06-02,44
2019-06-03,61
2019-06-04,68
2019-06-05,49
2019-06-06,66
2019-06-07,82
2019-06-08,52
2019-06-09,30
2019-06-10,66
2019-06-11,52
2019-06-12,73
2019-06-13,82
2019-06-14,76
2019-06-15,45
2019-06-16,25
2019-06-17,52
2019-06-18,81
2019-06-19,62
2019-06-20,73
2019-06-21,64
2019-06-22,44
2019-06-23,56
2019-06-24,98
2019-06-25,86
2019-06-26,76
2019-06-27,100
2019-06-28,81
2019-06-29,57
2019-06-30,30
2019-07-01,68
2019-07-02,100
2019-07-03,71
2019-07-04,35
2019-07-05,58
2019-07-06,37
2019-07-07,42
2019-07-08,77
2019-07-09,65
2019-07-10,85
2019-07-11,80
2019-07-12,71
2019-07-13,70
2019-07-14,49
2019-07-15,78
2019-07-16,92
2019-07-17,68
2019-07-18,68
2019-07-19,51
2019-07-20,48
2019-07-21,44
2019-07-22,65
2019-07-23,86
2019-07-24,63
2019-07-25,73
2019-07-26,55
2019-07-27,50
2019-07-28,51
2019-07-29,81
2019-07-30,77
2019-07-31,87
2019-08-01,78
2019-08-02,65
2019-08-03,58
2019-08-04,42
2019-08-05,92
2019-08-06,66
2019-08-07,84
2019-08-08,77
2019-08-09,100
2019-08-10,56
2019-08-11,47
2019-08-12,95
2019-08-13,88
2019-08-14,81
2019-08-15,69
2019-08-16,82
2019-08-17,49
2019-08-18,39
2019-08-19,76
2019-08-20,66
2019-08-21,96
2019-08-22,74
2019-08-23,79
2019-08-24,37
2019-08-25,47
2019-08-26,42
2019-08-27,66
2019-08-28,68
2019-08-29,73
2019-08-30,71
2019-08-31,45
2019-09-01,35
2019-09-02,51
2019-09-03,65
2019-09-04,77
2019-09-05,100
2019-09-06,52
2019-09-07,36
2019-09-08,41
2019-09-09,63
2019-09-10,71
2019-09-11,53
2019-09-12,80
2019-09-13,77
2019-09-14,60
2019-09-15,51
2019-09-16,87
2019-09-17,67
2019-09-18,63
2019-09-19,83
2019-09-20,65
2019-09-21,36
2019-09-22,27
2019-09-23,61
2019-09-24,44
2019-09-25,84
2019-09-26,80
2019-09-27,67
2019-09-28,41
2019-09-29,47
2019-09-30,73
2019-10-01,73
2019-10-02,94
2019-10-03,98
2019-10-04,69
2019-10-05,34
2019-10-06,38
2019-10-07,67
2019-10-08,100
2019-10-09,90
2019-10-10,84
2019-10-11,68
2019-10-12,38
2019-10-13,51
2019-10-14,62
2019-10-15,81
2019-10-16,72
2019-10-17,84
2019-10-18,76
2019-10-19,36
2019-10-20,43
2019-10-21,79
2019-10-22,66
2019-10-23,64
2019-10-24,73
2019-10-25,71
2019-10-26,42
2019-10-27,36
2019-10-28,64
2019-10-29,68
2019-10-30,78
2019-10-31,64
2019-11-01,64
2019-11-02,56
2019-11-03,29
2019-11-04,61
2019-11-05,61
2019-11-06,82
2019-11-07,72
2019-11-08,91
2019-11-09,42
2019-11-10,44
2019-11-11,77
2019-11-12,76
2019-11-13,84
2019-11-14,100
2019-11-15,62
2019-11-16,50
2019-11-17,23
2019-11-18,68
2019-11-19,94
2019-11-20,92
2019-11-21,84
2019-11-22,79
2019-11-23,32
2019-11-24,30
2019-11-25,64
2019-11-26,77
2019-11-27,58
2019-11-28,31
2019-11-29,32
2019-11-30,33
2019-12-01,48
2019-12-02,72
2019-12-03,100
2019-12-04,96
2019-12-05,75
2019-12-06,94
2019-12-07,43
2019-12-08,33
2019-12-09,83
2019-12-10,81
2019-12-11,92
2019-12-12,77
2019-12-13,95
2019-12-14,61
2019-12-15,51
2019-12-16,54
2019-12-17,74
2019-12-18,80
2019-12-19,95
2019-12-20,93
2019-12-21,48
2019-12-22,37
2019-12-23,55
2019-12-24,44
2019-12-25,45
2019-12-26,66
2019-12-27,34
2019-12-28,49
2019-12-29,50
2019-12-30,79
2019-12-31,69
2020-01-01,33
2020-01-02,59
2020-01-03,64
2020-01-04,38
2020-01-05,35
2020-01-06,45
2020-01-07,65
2020-01-08,63
2020-01-09,51
2020-01-10,58
2020-01-11,59
2020-01-12,22
2020-01-13,59
2020-01-14,58
2020-01-15,100
2020-01-16,73
2020-01-17,69
2020-01-18,41
2020-01-19,41
2020-01-20,32
2020-01-21,52
2020-01-22,65
2020-01-23,69
2020-01-24,98
2020-01-25,50
2020-01-26,45
2020-01-27,66
2020-01-28,60
2020-01-29,88
2020-01-30,75
2020-01-31,44
2020-02-01,44
2020-02-02,33
2020-02-03,47
2020-02-04,52
2020-02-05,70
2020-02-06,71
2020-02-07,61
2020-02-08,40
2020-02-09,37
2020-02-10,66
2020-02-11,66
2020-02-12,57
2020-02-13,59
2020-02-14,50
2020-02-15,46
2020-02-16,40
2020-02-17,49
2020-02-18,67
2020-02-19,62
2020-02-20,53
2020-02-21,73
2020-02-22,46
2020-02-23,35
2020-02-24,51
2020-02-25,56
2020-02-26,51
2020-02-27,100
2020-02-28,91
2020-02-29,32
2020-03-01,57
2020-03-02,85
2020-03-03,67
2020-03-04,49
2020-03-05,56
2020-03-06,66
2020-03-07,49
2020-03-08,45
2020-03-09,85
2020-03-10,60
2020-03-11,73
2020-03-12,74
2020-03-13,75
2020-03-14,33
2020-03-15,52
2020-03-16,100
2020-03-17,84
2020-03-18,73
2020-03-19,71
2020-03-20,93
2020-03-21,90
2020-03-22,65
2020-03-23,74
2020-03-24,72
2020-03-25,74
2020-03-26,72
2020-03-27,66
2020-03-28,41
2020-03-29,30
2020-03-30,66
2020-03-31,83
2020-04-01,69
2020-04-02,75
2020-04-03,67
2020-04-04,72
2020-04-05,59
2020-04-06,69
2020-04-07,74
2020-04-08,66
2020-04-09,79
2020-04-10,61
2020-04-11,54
2020-04-12,36
2020-04-13,96
2020-04-14,85
2020-04-15,100
2020-04-16,70
2020-04-17,73
2020-04-18,41
2020-04-19,59
2020-04-20,66
2020-04-21,48
2020-04-22,56
2020-04-23,42
2020-04-24,56
2020-04-25,28
2020-04-26,46
2020-04-27,51
2020-04-28,33
2020-04-29,52
2020-04-30,70
2020-05-01,71
2020-05-02,46
2020-05-03,43
2020-05-04,83
2020-05-05,70
2020-05-06,78
2020-05-07,61
2020-05-08,66
2020-05-09,55
2020-05-10,41
2020-05-11,66
2020-05-12,90
2020-05-13,78
2020-05-14,99
2020-05-15,100
2020-05-16,87
2020-05-17,57
2020-05-18,98
2020-05-19,77
2020-05-20,98
2020-05-21,82
2020-05-22,58
2020-05-23,50
2020-05-24,43
2020-05-25,81
2020-05-26,77
2020-05-27,60
2020-05-28,88
2020-05-29,68
2020-05-30,62
2020-05-31,46
2020-06-01,95
2020-06-02,88
2020-06-03,61
2020-06-04,72
2020-06-05,58
2020-06-06,43
2020-06-07,45
2020-06-08,63
2020-06-09,62
2020-06-10,95
2020-06-11,92
2020-06-12,66
2020-06-13,50
2020-06-14,37
2020-06-15,62
2020-06-16,87
2020-06-17,84
2020-06-18,79
2020-06-19,69
2020-06-20,38
2020-06-21,45
2020-06-22,74
2020-06-23,75
2020-06-24,75
2020-06-25,86
2020-06-26,71
2020-06-27,52
2020-06-28,41
2020-06-29,65
2020-06-30,100
2020-07-01,72
2020-07-02,64
2020-07-03,37
2020-07-04,20
2020-07-05,36
2020-07-06,55
2020-07-07,44
2020-07-08,56
2020-07-09,54
2020-07-10,44
2020-07-11,28
2020-07-12,35
2020-07-13,59
2020-07-14,62
2020-07-15,100
2020-07-16,65
2020-07-17,44
2020-07-18,43
2020-07-19,32
2020-07-20,38
2020-07-21,49
2020-07-22,50
2020-07-23,48
2020-07-24,58
2020-07-25,38
2020-07-26,32
2020-07-27,43
2020-07-28,77
2020-07-29,59
2020-07-30,57
2020-07-31,49
2020-08-01,41
2020-08-02,74
2020-08-03,83
2020-08-04,81
2020-08-05,76
2020-08-06,95
2020-08-07,87
2020-08-08,47
2020-08-09,63
2020-08-10,87
2020-08-11,83
2020-08-12,87
2020-08-13,78
2020-08-14,76
2020-08-15,72
2020-08-16,45
2020-08-17,65
2020-08-18,100
2020-08-19,83
2020-08-20,86
2020-08-21,87
2020-08-22,51
2020-08-23,53
2020-08-24,88
2020-08-25,87
2020-08-26,82
2020-08-27,66
2020-08-28,72
2020-08-29,41
2020-08-30,45
2020-08-31,91
2020-09-01,48
2020-09-02,70
2020-09-03,93
2020-09-04,63
2020-09-05,43
2020-09-06,39
2020-09-07,58
2020-09-08,79
2020-09-09,59
2020-09-10,84
2020-09-11,81
2020-09-12,36
2020-09-13,36
2020-09-14,61
2020-09-15,58
2020-09-16,76
2020-09-17,59
2020-09-18,85
2020-09-19,39
2020-09-20,26
2020-09-21,82
2020-09-22,53
2020-09-23,65
2020-09-24,71
2020-09-25,64
2020-09-26,46
2020-09-27,42
2020-09-28,34
2020-09-29,100
2020-09-30,69
2020-10-01,56
2020-10-02,50
2020-10-03,24
2020-10-04,22
2020-10-05,43
2020-10-06,77
2020-10-07,89
2020-10-08,76
2020-10-09,65
2020-10-10,24
2020-10-11,49
2020-10-12,64
2020-10-13,80
2020-10-14,95
2020-10-15,56
2020-10-16,41
2020-10-17,58
2020-10-18,43
2020-10-19,57
2020-10-20,59
2020-10-21,54
2020-10-22,100
2020-10-23,75
2020-10-24,38
2020-10-25,24
2020-10-26,41
2020-10-27,67
2020-10-28,64
2020-10-29,60
2020-10-30,43
2020-10-31,30
2020-11-01,64
2020-11-02,73
2020-11-03,91
2020-11-04,43
2020-11-05,51
2020-11-06,66
2020-11-07,38
2020-11-08,11
2020-11-09,85
2020-11-10,68
2020-11-11,92
2020-11-12,98
2020-11-13,85
2020-11-14,58
2020-11-15,49
2020-11-16,74
2020-11-17,84
2020-11-18,100
2020-11-19,73
2020-11-20,91
2020-11-21,62
2020-11-22,43
2020-11-23,67
2020-11-24,72
2020-11-25,71
2020-11-26,48
2020-11-27,78
2020-11-28,62
2020-11-29,56
2020-11-30,98
2020-12-01,60
2020-12-02,68
2020-12-03,100
2020-12-04,46
2020-12-05,55
2020-12-06,70
2020-12-07,86
2020-12-08,96
2020-12-09,87
2020-12-10,76
2020-12-11,60
2020-12-12,60
2020-12-13,46
2020-12-14,63
2020-12-15,70
2020-12-16,65
2020-12-17,54
2020-12-18,65
2020-12-19,43
2020-12-20,50
2020-12-21,72
2020-12-22,57
2020-12-23,66
2020-12-24,54
2020-12-25,46
2020-12-26,35
2020-12-27,31
2020-12-28,59
2020-12-29,60
2020-12-30,37
2020-12-31,44
2021-01-01,34
2021-01-02,46
2021-01-03,21
2021-01-04,41
2021-01-05,51
2021-01-06,61
2021-01-07,53
2021-01-08,78
2021-01-09,34
2021-01-10,34
2021-01-11,64
2021-01-12,70
2021-01-13,56
2021-01-14,80
2021-01-15,74
2021-01-16,48
2021-01-17,100
2021-01-18,63
2021-01-19,69
2021-01-20,67
2021-01-21,49
2021-01-22,58
2021-01-23,47
2021-01-24,25
2021-01-25,70
2021-01-26,72
2021-01-27,64
2021-01-28,61
2021-01-29,67
2021-01-30,45
2021-01-31,39
2021-02-01,84
2021-02-02,92
2021-02-03,81
2021-02-04,68
2021-02-05,84
2021-02-06,58
2021-02-07,49
2021-02-08,42
2021-02-09,76
2021-02-10,59
2021-02-11,82
2021-02-12,71
2021-02-13,29
2021-02-14,29
2021-02-15,41
2021-02-16,72
2021-02-17,86
2021-02-18,77
2021-02-19,95
2021-02-20,39
2021-02-21,35
2021-02-22,100
2021-02-23,76
2021-02-24,68
2021-02-25,78
2021-02-26,94
2021-02-27,62
2021-02-28,39
2021-03-01,53
2021-03-02,52
2021-03-03,32
2021-03-04,52
2021-03-05,39
2021-03-06,24
2021-03-07,35
2021-03-08,38
2021-03-09,31
2021-03-10,45
2021-03-11,56
2021-03-12,53
2021-03-13,27
2021-03-14,26
2021-03-15,39
2021-03-16,42
2021-03-17,39
2021-03-18,60
2021-03-19,100
2021-03-20,36
2021-03-21,34
2021-03-22,44
2021-03-23,65
2021-03-24,56
2021-03-25,48
2021-03-26,62
2021-03-27,31
2021-03-28,37
2021-03-29,50
2021-03-30,51
2021-03-31,46
2021-04-01,60
2021-04-02,38
2021-04-03,28
2021-04-04,29
2021-04-05,48
2021-04-06,54
2021-04-07,67
2021-04-08,41
2021-04-09,38
2021-04-10,33
2021-04-11,33
2021-04-12,33
2021-04-13,59
2021-04-14,100
2021-04-15,61
2021-04-16,48
2021-04-17,38
2021-04-18,31
2021-04-19,48
2021-04-20,39
2021-04-21,72
2021-04-22,56
2021-04-23,53
2021-04-24,29
2021-04-25,24
2021-04-26,49
2021-04-27,49
2021-04-28,63
2021-04-29,44
2021-04-30,40
